Trajectory_ID,Time_Index,ID_LV,Pos_LV,Speed_LV,Acc_LV,ID_FAV,Pos_FAV,Speed_FAV,Acc_FAV,Space_Gap,Space_Headway,Time_Headway,Speed_Diff
5,12,1,434.3365508,33.78436873,-0.251171992,3,386.2662856,37.62643987,0.181080972,43.5702652,48.0702652,1.277566131,-3.842071138
5,12.1,1,437.6647359,33.75925153,-0.022314733,3,390.029835,37.64454797,0.206330546,43.13490089,47.63490089,1.26538645,-3.885296434
5,12.2,1,440.9902978,33.75702006,0.154268826,3,393.7953215,37.66518102,0.228624978,42.69497631,47.19497631,1.253013394,-3.908160962
5,12.3,1,444.3138982,33.77244694,0.253166216,3,397.5629827,37.68804352,0.248020756,42.25091556,46.75091556,1.240470749,-3.915596578
5,12.4,1,447.636329,33.79776356,0.27343111,3,401.3330271,37.71284559,0.26455508,41.80330191,46.30330191,1.227785949,-3.915082031
5,12.5,1,450.9583399,33.82510667,0.213949544,3,405.1056345,37.7393011,0.278255216,41.35270542,45.85270542,1.214985548,-3.914194428
5,12.6,1,454.280633,33.84650163,0.073852535,3,408.8809559,37.76712662,0.289147828,40.89967715,45.39967715,1.202095081,-3.920624996
5,12.7,1,457.603861,33.85388688,-0.123621681,3,412.6591143,37.79604141,0.29087986,40.44474678,44.94474678,1.189138997,-3.942154525
5,12.8,1,460.9285772,33.84152471,-0.284029425,3,416.4401728,37.82512939,0.257856679,39.98840443,44.48840443,1.176160006,-3.983604679
5,12.9,1,464.2550323,33.81312177,-0.383302356,3,420.223975,37.85091506,0.183490728,39.53105723,44.03105723,1.163275899,-4.037793289
5,13,1,467.5830908,33.77479154,-0.421373267,3,424.009984,37.86926413,0.090775659,39.07310679,43.57310679,1.150619316,-4.094472598
5,13.1,1,470.9114164,33.73265421,-0.410524184,3,427.7973643,37.8783417,0.07242839,38.61405213,43.11405213,1.138224383,-4.14568749
5,13.2,1,474.2357429,33.69160179,-0.399005158,3,431.5855606,37.88558454,0.151740163,38.15018228,42.65018228,1.125762814,-4.193982748
5,13.3,1,477.5535285,33.65170127,-0.398915887,3,435.3748777,37.90075855,0.29474012,37.67865081,42.17865081,1.112870887,-4.24905728
5,13.4,1,480.865172,33.61180969,-0.410329452,3,439.1664273,37.93023257,0.365053434,37.19874472,41.69874472,1.099353784,-4.318422881
5,13.5,1,484.1778442,33.57077674,-0.422598531,3,442.9612758,37.96673791,0.328479958,36.71656842,41.21656842,1.08559678,-4.395961169
5,13.6,1,487.4989955,33.52851689,-0.392959815,3,446.759592,37.99958591,0.224573983,36.23940348,40.73940348,1.072101248,-4.471069018
5,13.7,1,490.8313407,33.48922091,-0.310720997,3,450.5606735,38.0220433,0.211441172,35.77066725,40.27066725,1.059140008,-4.532822398
5,13.8,1,494.170171,33.45814881,-0.175840535,3,454.363935,38.04318742,0.328423352,35.30623603,39.80623603,1.046343346,-4.585038615
5,13.9,1,497.5101213,33.44056475,-0.013241631,3,458.1698959,38.07602976,0.522085894,34.84022541,39.34022541,1.033201877,-4.635465004
5,14,1,500.8487273,33.43924059,0.077059058,3,461.9801093,38.12823835,0.577569813,34.36861807,38.86861807,1.019418147,-4.688997756
5,14.1,1,504.1907092,33.4469465,0.069983627,3,465.795821,38.18599533,0.439847148,33.89488827,38.39488827,1.005470407,-4.739048832
5,14.2,1,507.5410014,33.45394486,-0.034611399,3,469.6166197,38.22998004,0.172988412,33.42438172,37.92438172,0.992006318,-4.776035184
5,14.3,1,510.9018275,33.45048372,-0.204850841,3,473.4404827,38.24727888,0.038705918,32.96134482,37.46134482,0.979451242,-4.796795165
5,14.4,1,514.2708818,33.42999863,-0.312721003,3,477.2654041,38.25114948,0.102784388,32.50547767,37.00547767,0.967434395,-4.821150841
5,14.5,1,517.6458023,33.39872653,-0.326144406,3,481.091033,38.26142791,0.302682325,32.0547693,36.5547693,0.955394801,-4.86270138
5,14.6,1,521.0260387,33.36611209,-0.245069282,3,484.9186892,38.29169615,0.388745461,31.60734956,36.10734956,0.942955084,-4.925584053
5,14.7,1,524.4123128,33.34160517,-0.089409982,3,488.7498025,38.33057069,0.298595711,31.16251034,35.66251034,0.930393409,-4.988965527
5,14.8,1,527.8038443,33.33266417,0.06095435,3,492.5843525,38.36043026,0.079013157,30.71949177,35.21949177,0.918120353,-5.027766097
